"pandora_topic_id","topic_term","cnt"
"TP:28060","Musica y Entretenimiento","32"
"TP:38960","San Francisco 49ers","32"
"TP:33695","Ken Coleman","32"
"TP:36647","Jason Bateman","32"
"TP:135818","Rachel Leviss","32"
"TP:83291","Seattle Mariners","32"
"TP:83277","Tampa Bay Buccaneers","32"
"TP:70420","Kevin Frandsen","32"
"TP:28073","COVID-19","32"
"TP:86617","Liverpool F.C.","32"
"TP:34871","Lester Holt","32"
"TP:145736","Iyo Sky","32"
"TP:34631","Will Arnett","32"
"TP:31333","Karl-Anthony Towns","32"
"TP:32571","Charles Davis","32"
"TP:71168","Jim Ladd","32"
"TP:189903","Unwell Network","31"
"TP:133159","Chris Jones","31"
"TP:112886","Jonathan Davis","31"
"TP:124083","social media","31"
"TP:34098","Austin Reaves","31"
"TP:83601","Kansas City Royals","31"
"TP:103408","Lurie Daniel Favors","31"
"TP:63052","Richard Blade (SiriusXM Host)","31"
"TP:105161","Bob Buchmann (SiriusXM Host)","31"
"TP:83408","Washington Nationals","31"
"TP:120681","George Nenadich","31"
"TP:50051","Adrian Heath","31"
"TP:118556","Emily Jashinsky","31"
"TP:123129","Nottingham Forest F.C.","31"
"TP:38958","Los Angeles Rams","31"
"TP:113781","Steven Kapp Perry (radio host)","31"
"TP:28093","TikTok","31"
"TP:39051","Milwaukee Bucks","31"
"TP:103226","Steve Kouleas","31"
"TP:116114","Janusz Michallik","31"
"TP:108957","Jason Gray","31"
"TP:2016774","White House State Ballroom","31"
"TP:140980","geopolitics","30"
"TP:112885","SVZ (duplicate)","30"
"TP:33219","Anthony Edwards (basketball)","30"
"TP:154256","Jordy Meiselas","30"
"TP:183050","The Bible","30"
"TP:124622","Steve Ferrone","30"
"TP:42944","Dan Le Batard","30"
"TP:136749","A. J. Ramos","30"
"TP:71013","Bill Flanagan","30"
"TP:135097","Republican Party","30"
"TP:110084","Madonna","30"
"TP:117908","Bill Lekas","30"
"TP:61882","Adam Clayton","30"
"TP:103677","Paul Sweeney (news anchor)","30"
"TP:116221","Carol Miller (SiriusXM Host)","30"
"TP:141953","retirement","30"
"TP:31496","Jim Cramer","30"
"TP:86562","Chelsea F.C.","30"
"TP:41860","Eddie Trunk (SiriusXM Host)","30"
"TP:97358","Comedy Central","30"
"TP:117835","Todd Zola (SiriusXM Host)","30"
"TP:48468","Gary Williams","30"
"TP:69612","Carl Paulson","30"
"TP:144053","Canadian politics","30"
"TP:117044","Doug Budin","30"
"TP:134094","Trick Williams","29"
"TP:37351","Gilbert Arenas","29"
"TP:83407","Chicago White Sox","29"
"TP:28259","Rock Artist Interviews","29"
"TP:103667","Jonathan Ferro (news anchor)","29"
"TP:103143","Chris Spatola (SiriusXM Host)","29"
"TP:109756","Nathaniel Rateliff","29"
"TP:69661","Chris Hillman","29"
"TP:34541","Dianna Russini","29"
"TP:124924","Nedski & Mojo","29"
"TP:245888","TC Cannon","29"
"TP:32870","Sami Zayn","29"
"TP:121463","Jamahl Mosley","29"
"TP:53733","Bobby Carpenter (American football)","29"
"TP:34060","Don Was","29"
"TP:144084","trucking accidents","29"
"TP:179213","Penn State Nittany Lions","29"
"TP:29147","Prank Comedy","29"
"TP:110171","Mark O'Connor","29"
"TP:2017935","NASCAR O'Reilly Auto Parts Series","29"
"TP:112509","Dan Abrams","29"
"TP:28281","Boxing & MMA","29"
"TP:103668","Lisa Abramowicz","29"
"TP:103666","Tom Keene (radio host)","29"
"TP:220763","Spirit Airlines","29"
"TP:103198","Amin Elhassan","29"
"TP:140998","Anthony Broome","29"
"TP:29088","fatherhood","29"
"TP:34438","Jimmy Kimmel","29"
"TP:117820","Michael F. Florio","29"
"TP:115968","Christine Pedi","29"
"TP:137507","exercising","28"
"TP:33122","Kofi Kingston","28"
"TP:122927","Cody Alan","28"
"TP:86637","Major League Soccer","28"
"TP:143536","Tyler Terens (SXM host)","28"
"TP:43347","Todd Haley","28"
"TP:32168","Xavier Woods (wrestler)","28"
"TP:2027596","The Real Housewives of Rhode Island (series)","28"
"TP:103674","Tim Stenovec","28"
"TP:259436","Ian Mohr","28"
"TP:103673","Carol Massar","28"
"TP:50621","Stephen J. Dubner","28"
"TP:83401","New York Rangers","28"
"TP:83294","Detroit Lions","28"
"TP:139200","socialism","28"
"TP:56802","Los Angeles Angels","28"
"TP:106200","Kirk Franklin","28"
"TP:28323","theme parks & family travel","28"
"TP:139086","The Valley (series)","27"
"TP:120753","Kyle Cantrell (SiriusXM Host)","27"
"TP:29023","cybersecurity","27"
"TP:103373","Jeff Erickson (SiriusXM Host)","27"
"TP:124783","Myra","27"
"TP:148534","petroleum industry","27"
"TP:62796","Ray Hudson","27"
"TP:140086","David Shepard","27"
"TP:141345","CONCACAF Champions Cup","27"
"TP:28298","historical figures","27"
"TP:103299","Jensen Lewis","27"
"TP:113148","Robbie Leslie","27"
"TP:141423","Lee Spencer","27"
"TP:135673","LSU Tigers","27"
"TP:28857","Kim Kardashian","27"
"TP:33563","Bobby Bones","27"
"TP:103155","Mike Babchik (SiriusXM Host)","27"
"TP:38972","New Orleans Saints","27"
"TP:31344","Chris Jones (American football)","27"
"TP:125634","El Pinche Mara, C-KAN & Lefty SM","27"
"TP:155537","Jason Pennington","27"
"TP:155536","Virginia Sinicki","27"
"TP:106773","Peter Green","27"
"TP:116088","Wes Durham","27"
"TP:132843","Sheer Mag","27"
"TP:116041","Jason Sobel","27"
"TP:33654","Jim Rome","27"
"TP:134853","law enforcement","27"
"TP:236829","Bloomberg News","27"
"TP:155538","Kevin Rolston","27"
"TP:35537","Peter Rosenberg","27"
"TP:29156","Morning Talk Shows","27"
"TP:133686","Will MacKenzie","27"
"TP:139967","AEW Dynamite","26"
"TP:113484","Rob Sharkey","26"
"TP:112940","Wu-Tang Clan","26"
"TP:103213","Arlene Bynon","26"
"TP:123944","Jordan Feliz","26"
"TP:139190","Gaza","26"
"TP:110094","Red Hot Chili Peppers","26"
"TP:157764","wealth tax","26"
"TP:116962","Jonathan Schwartz (SiriusXM Host)","26"
"TP:149493","Page Six","26"
"TP:103237","Jeff Ratcliffe (SiriusXM Host)","26"
"TP:109476","RZA","26"
"TP:37845","Kelly Evans","26"
"TP:105047","Keith Roth (SiriusXM Host)","26"
"TP:259164","Armstrong & Getty","26"
"TP:85771","Atlantic Coast Conference","26"
"TP:149842","John Delony","26"
"TP:28271","animation","26"
"TP:117522","Mercedes Javid","26"
"TP:41395","Karen Hunter","26"
"TP:43918","Fred Norris","26"
"TP:41790","Chase Elliott","26"
"TP:124054","Hendrick Motorsports","26"
"TP:32799","Angela Yee","26"
"TP:83600","Boston Bruins","25"
"TP:40996","Eddie Johnson (SiriusXM Host)","25"
"TP:103236","Dion Deezy (SiriusXM Host)","25"
"TP:105064","Karen Carson (SiriusXM Host)","25"
"TP:33534","Marco Rubio","25"
"TP:106748","Larry The Cable Guy","25"
"TP:109229","Charlamagne Tha God","25"
"TP:28996","chef interviews","25"
"TP:109959","Tom Papa","25"
"TP:116477","Alex Cooper","25"
"TP:2029420","Cadillac Championship","25"
"TP:117836","John McKechnie (SiriusXM Host)","25"
"TP:40267","Alexis Madrigal","25"
"TP:140803","MAGA","25"
"TP:31395","Seth Rollins","25"
"TP:103220","Janet Alvarez (SiriusXM Host)","25"
"TP:105054","Jim Ryan (SiriusXM Host)","25"
"TP:105972","City Girls","25"
"TP:140119","racism","25"
"TP:103102","Adam Schein","25"
"TP:50476","John Fugelsang","25"
"TP:83319","Jacksonville Jaguars","25"
"TP:119466","Danielle Trotta","25"
"TP:86628","FIFA World Cup","25"
"TP:29062","John Cena","25"
"TP:42362","Bron Breakker","25"
"TP:109262","Alice Cooper","25"
"TP:104177","Jen Morejon (SiriusXM Host)","25"
"TP:35184","Dana Perino","25"
"TP:83404","Golden State Warriors","24"
"TP:38393","Jesse Watters","24"
"TP:138862","PGA Championship","24"
"TP:112703","Bruce Springsteen & The E Street Band","24"
"TP:103923","Kim Ashley (SiriusXM Host)","24"
"TP:110313","Sebastian Maniscalco","24"
"TP:117837","Clay Link","24"
"TP:118564","David Aardsma","24"
"TP:117839","Mario Puig (SiriusXM Host)","24"
"TP:67163","Mya","24"
"TP:103229","Fred 'Bugsy' Buggs (SiriusXM Host)","24"
"TP:34180","Keyshawn Johnson","24"
"TP:186247","Elite","24"
"TP:199194","FCC","24"
"TP:35477","Phoebe Bridgers","24"
"TP:69969","Justin Morneau","24"
"TP:122506","Freddie Coleman","24"
"TP:140585","NASCAR Truck Series","24"
"TP:43489","Dean Obeidallah","24"
"TP:103264","Jeff Mans (SiriusXM Host)","24"
"TP:28322","theater","24"
"TP:145559","Robert Damron","24"
"TP:2022663","David Gass (sportscaster)","24"
"TP:102845","Chris Gimenez","24"
"TP:71216","Juli Inkster","24"
"TP:31925","Brigham Young","24"
"TP:40178","Harry Douglas","24"
"TP:86817","Aston Villa F.C.","24"
"TP:120700","JD Spradlin (SiriusXM Host)","24"
"TP:165668","Team Chevy","24"
"TP:103104","Lino Rulli","24"
"TP:41413","Kirk Morrison","24"
"TP:111583","DJ Envy","24"
"TP:69718","Mike Bagley","24"
"TP:32447","Chad Johnson","24"
"TP:119283","Andres Gonzales","24"
"TP:35957","Jason Williams (basketball, born 1975)","24"
"TP:28427","WWE","24"
"TP:74450","immigration","24"
"TP:117838","Joe Bartel (SiriusXM Host)","24"
"TP:235359","trade wars","24"
"TP:117840","Peter Schoenke","24"
"TP:40819","Matt Fitzpatrick","24"
"TP:35594","Rory McIlroy","24"
"TP:140499","celebrities","24"
"TP:116395","Lauren Ashley Smith","23"
"TP:29280","Infrastructure & Public Works","23"
"TP:116037","Bruce Murray (sportscaster)","23"
"TP:103112","Jenny Eliscu","23"
"TP:103333","Kat Corbett","23"
"TP:120614","Bob Moon","23"
"TP:116046","Mariah Smith (SiriusXM Host)","23"
"TP:83274","Miami Dolphins","23"
"TP:116009","Ted Schuster (SiriusXM Host)","23"
"TP:2029829","Concert","23"
"TP:39422","Indianapolis Colts","23"
"TP:43755","Steve Scully","23"
"TP:145815","Mary O’Connell","23"
"TP:48547","Larry McReynolds","23"
"TP:130765","David Lemieux (archivist)","23"
"TP:50792","Asuka (wrestler)","23"
"TP:127718","Mitch Marine","23"
"TP:41368","John Sterling (sportscaster)","23"
"TP:103371","Real Talk Raph (SiriusXM Host)","23"
"TP:100328","WNBA","23"
"TP:71573","Ian Schrager","23"
"TP:118327","Scott Laughlin (hockey)","23"
"TP:94298","Steve Rubell","23"
"TP:111003","Pete Correale","23"
"TP:124862","Tone Stith","23"
"TP:28819","Hulk Hogan","23"
"TP:116380","John McEuen","23"
"TP:111648","Method Man","23"
"TP:2022564","Peter Kash","23"
"TP:103233","Talia Parkinson-Jones","23"
"TP:2016540","MeidasTouch","23"
"TP:108318","Jellybean","23"
"TP:106274","Smith Sisters","23"
"TP:147409","Citi Concert Series","23"
"TP:103253","Joshua ""J1"" Raiford","23"
"TP:139310","Federal Bureau of Investigation","23"
"TP:33581","Mike Greenberg","23"
"TP:32608","Luka Dončić","23"
"TP:109970","Jeff Foxworthy","23"
"TP:103370","Anthony Aniano (SiriusXM Host)","23"
"TP:107804","Beyonce","23"
"TP:107866","Scott Engel","23"
"TP:124878","Israel Salazar (SiriusXM Host)","23"
"TP:56147","Rachel Smith","23"
"TP:129907","Tony Smith","23"
"TP:117821","Josh Hayes (SiriusXM Host)","23"
"TP:28822","Jeff Bezos","22"
"TP:110403","Mike McCready","22"
"TP:141810","Florida Gators","22"
"TP:33001","Alison Stewart","22"
"TP:2029691","homeowners’ associations","22"
"TP:84622","Los Angeles Clippers","22"
"TP:126035","The E Street Band","22"
"TP:125665","Joanne Lazzaro","22"
"TP:2022657","Brian Costello (reporter)","22"
"TP:70405","Pat Kirwan","22"
"TP:35831","Danny Higginbotham","22"
"TP:39421","Atlanta Falcons","22"
"TP:110404","Jeff Ament","22"
"TP:31255","Brian Kilmeade","22"
"TP:41619","Stone Gossard","22"
"TP:28215","gardening","22"
"TP:33832","Paolo Banchero","22"
"TP:103275","Grace Sharkey (SiriusXM Host)","22"
"TP:192607","homeownership","22"
"TP:50200","John Tartaglia","22"
"TP:106900","Eddie Vedder","22"
"TP:33223","Shaun Derry","22"
"TP:115569","Donna Lewis","22"
"TP:126495","Janine LaManna & Kevin Chamberlin","22"
"TP:62057","Abby Phillip","22"
"TP:110082","Jimmy Buffett","22"
"TP:31700","Maxwell Jacob Friedman","22"
"TP:107889","Taylor Swift","22"
"TP:28319","Superhero Movies","22"
"TP:103138","Katie McGrady","22"
"TP:83415","Los Angeles Kings","22"
"TP:107814","Mat Kearney","22"
"TP:118326","Roddy Jones","22"
"TP:103209","Tom Mazzarelli (SiriusXM Host)","22"
"TP:103208","Libby Leist (SiriusXM Host)","22"
"TP:116216","Jim Coventry (SiriusXM Host)","22"
"TP:40344","Matt Cameron","22"
"TP:105179","Al Skop (SiriusXM Host)","22"
"TP:105143","Tinx","22"
"TP:29190","Black Voices in Comedy","22"
"TP:53060","Joe Tolleson","21"
"TP:34812","Young Thug","21"
"TP:263394","Scott Rizzuto","21"
"TP:116331","Timothy Dooner (SiriusXM Host)","21"
"TP:28930","Donovan Mitchell","21"
"TP:113758","Brian Hefty (SiriusXM Host)","21"
"TP:34925","Ronald Acuña Jr.","21"
"TP:69691","Ron Bennington","21"
"TP:103260","Mike Rooney (broadcaster)","21"
"TP:106030","Sway Calloway","21"
"TP:103194","Absolutely Mindy (SiriusXM Host)","21"
"TP:44776","Gary Dell'Abate","21"
"TP:29140","running","21"
"TP:83398","New York Islanders","21"
"TP:28970","Pop interviews","21"
"TP:103105","Lance Medow","21"
"TP:111439","Timbaland","21"
"TP:103339","Steve Torre (SiriusXM Host)","21"
"TP:141095","Roush Fenway Keselowski Racing","21"
"TP:110987","Patrick Bateman (SiriusXM Host)","21"
"TP:40399","Peter Mansbridge","21"
"TP:111447","Meryl Streep","21"
"TP:110754","Sabrina Carpenter","21"
"TP:225873","Chris Stanley","21"
"TP:103283","Tim Ridley (SiriusXM Host)","21"
"TP:120815","Patrick Meagher","21"
"TP:116379","Johnny ""El Picoso"" (SiriusXM Host)","21"
"TP:41324","Jamie-Lynn Sigler","21"
"TP:45835","Spencer Pratt","21"
"TP:196500","Wippa","21"
"TP:85639","Malcolm-Jamal Warner","21"
"TP:46939","Fortune Feimster","21"
"TP:140731","TNA iMPACT! (series)","21"
"TP:97352","CBS Sports","21"
"TP:60568","Charlie Davies (soccer)","21"
"TP:113759","Darren Hefty (SiriusXM Host)","21"
"TP:103100","Gail Bennington","21"
"TP:145888","Tom Bogert","21"
"TP:181742","Framber Valdez","21"
"TP:33362","Rich Gannon","21"
"TP:245515","Jeremiyah Love","21"
"TP:33769","Chris Simms","21"
"TP:86621","Everton F.C.","20"
"TP:139653","White House Correspondents' Association dinner","20"
"TP:47315","David Faber (journalist)","20"
"TP:103243","Chris Plank (SiriusXM Host)","20"
"TP:120833","Ron Ross (SiriusXM Host)","20"
"TP:40242","Carl Quintanilla","20"
"TP:38150","George Pickens","20"
"TP:125836","Caity Gyorgy","20"
"TP:56781","Jon Fishman","20"
"TP:29201","DC Sports","20"
"TP:124884","Kirsten Agresta Copely","20"
"TP:28289","nature","20"
"TP:38955","Vanderpump Rules (series)","20"
"TP:28506","film reviews","20"
"TP:121683","television","20"
"TP:112224","Duff McKagan","20"
"TP:103911","Dani Burger","20"
"TP:140345","babies","20"
"TP:138875","universities","20"
"TP:103521","Meg Griffin (DJ)","20"
"TP:110219","Brett Young (singer)","20"
"TP:55727","Mark Halperin","20"
"TP:133871","Tom MacKenzie","20"
"TP:184667","The Secret Lives of Mormon Wives (series)","20"
"TP:86641","FC Barcelona","20"
"TP:111791","The Tragically Hip","20"
"TP:86630","Inter Milan","20"
"TP:86619","Los Angeles FC","20"
"TP:2021914","Paul Davies (physicist)","20"
"TP:28475","IndyCar","20"
"TP:110076","Adam Carolla","20"
"TP:111497","Bill Gaither (gospel singer)","20"
"TP:31717","Charlie Kirk","20"
"TP:28841","Nikola Jokić","20"
"TP:144017","Sydney Supple","20"
"TP:41793","Chip Ingram","20"
"TP:29018","Indigenous Heritage","20"
"TP:62816","Tom Llamas","20"
"TP:139380","NCAA","20"
"TP:223192","Matt Doyle (soccer analyst)","20"
"TP:148970","blood clots","20"
"TP:118456","Justin Termine","20"
"TP:138897","Joe Gibbs Racing","20"
"TP:115996","Michael Landau","20"
"TP:237265","The New Day (wrestling)","20"
"TP:111560","Jim Lauderdale","20"
"TP:31039","Franz Wagner (basketball)","20"
"TP:113178","Buck Sexton","20"
"TP:33706","Rob Lowe","20"
"TP:33068","Tony Kornheiser","20"
"TP:28070","News & Political Commentary","20"
"TP:31201","John Roberts","20"
"TP:234327","international trade","19"
"TP:93859","Lori Lindsey","19"
"TP:142957","Myrtle Beach Classic","19"
"TP:140165","listener calls","19"
"TP:81879","Dan Henning (football)","19"
"TP:142252","political violence","19"
"TP:29060","Anderson Cooper","19"
"TP:29037","weddings","19"
"TP:125706","TC","19"
"TP:86623","Real Madrid CF","19"
"TP:88315","Music News","19"
"TP:36409","Jason Matheson","19"
"TP:2029746","Taylor Moore (golfer)","19"
"TP:234719","Carnell Tate","19"
"TP:142066","technology","19"
"TP:83652","Pittsburgh Penguins","19"
"TP:103101","Andrew Wilkow","19"
"TP:107228","George Strait","19"
"TP:120817","Paul Heil","19"
"TP:135445","Laura Jarrett","19"
"TP:32132","Maria Bartiromo","19"
"TP:83310","Dallas Stars","19"
"TP:119031","Kiki Monique","19"
"TP:103117","Danny Kanell","19"
"TP:152755","Ben Meiselas","19"
"TP:29116","Pop Music Commentary","19"
"TP:227296","United States Department of Defense","19"
"TP:38454","Johnny Knoxville","19"
"TP:154257","Brett Meiselas","19"
"TP:51934","Jim Brickman","19"
"TP:103349","Gord Stellick","19"
"TP:35303","Mark Carney","19"
"TP:32094","Tony Khan","19"
"TP:31672","Glenn Beck","19"
"TP:37855","Jim Daly (evangelist)","19"
"TP:49342","Rocco Mediate","19"
"TP:120277","Eric Mac Lain","19"
"TP:80552","Stan Lynch","19"
"TP:33931","Chris Finch (basketball)","19"
"TP:105053","Dangerous Darren (SiriusXM Host)","19"
"TP:51694","Nick Wright (sportscaster)","19"
"TP:33378","Nicolle Wallace (journalist)","19"
"TP:106150","Trivium","19"
"TP:130263","Jessica Charman","19"
"TP:2019643","Ronald Hicks","19"
"TP:32218","Geronimo","19"
"TP:103906","Jason Jackson","19"
"TP:124895","YBN Nahmir","19"
"TP:153021","Alexis Thompson","19"
"TP:110747","Alex Smith (quarterback)","19"
"TP:135612","ice hockey","19"
"TP:83297","Houston Texans","18"
"TP:88339","Julie Mason","18"
"TP:88283","Lori Majewski","18"
"TP:29200","Cleveland Sports","18"
"TP:140140","LIV Golf","18"
"TP:245726","Lauren Sánchez","18"
"TP:253255","Kevin Knight (wrestler)","18"
"TP:39036","Friends (series)","18"
"TP:149121","New York Post","18"
"TP:66207","Peter Noone","18"
"TP:105284","Jim Rotolo (SiriusXM Host)","18"
"TP:139339","United States men's national soccer team","18"
"TP:29120","The Real Housewives","18"
"TP:39044","Chicago Bulls","18"
"TP:124766","MAX (rejected)","18"
"TP:112366","Boston (band)","18"
"TP:96060","Jeff Rickard","18"
"TP:277893","Shawn Layton","18"
"TP:253979","WWE LFG (series)","18"
"TP:139829","Georgia Bulldogs","18"